序號,ns1:name3,ns1:SP_DESC,ns1:EP_DESC,ns1:CITY,ns1:TOWN,ns1:MGR_MCH,ns1:B_LENGTH,緯度,ns1:coordinates
bike789,朴子市台糖廢鐵道改建計畫-自行車道整體路網串連建設計畫,168線大鄉里聖善寺旁,朴子市仁和里蒜頭糖廠,嘉義縣,朴子市,朴子市公所,1600,23.465869,120.256481
bike790,鹿草北外環道路,縣道167,縣道167,嘉義縣,鹿草鄉,鹿草鄉公所,1307,23.4167852,120.3019237
bike791,太保市後潭稻香柳綠,太保市後潭里縣道167,水上鄉大崙村嘉39鄉道,嘉義縣,太保市,太保市公所,1200,23.44881757,120.3409982
bike792,新港自行車道,新港,三間,嘉義縣,新港鄉,嘉義縣新港鄉公所,4200,23.552709,120.349743
bike793,太保市自行車道(過溝站-田尾站),麻太路,嘉56,嘉義縣,太保市,嘉義縣太保市公所,4400,23.49532647,120.3595591
bike794,嘉義縣自行車道環狀遊程新港太保線,中洋工業區南側萬仁公廟與山線自行車道銜接,賢皆保鹿線自行車道,嘉義縣,新港太保水上鹿草,嘉義縣文化觀光局,1578,23.51074679,120.3738248
bike795,南靖自行車道,82快速道路橋下公園,三鎮村社區,嘉義縣,水上鄉,水上鄉公所,263,23.418272,120.389321
bike796,北回地區自行車道,北回歸線站天文廣場,嘉42-1,嘉義縣,水上鄉,水上鄉公所,1200,23.448798,120.413504
bike797,大柳林自行車道,嘉42-1,柳新村凌雲社區活動中心旁,嘉義縣,水上鄉,嘉義縣水上鄉公所,2800,23.44118,120.419198
bike798,嘉油鐵馬道,嘉42,重慶一街,嘉義縣,水上鄉,水上鄉公所、嘉義市政府,992,23.45595587,120.4203486
bike799,大林自行車道,大林糖廠,三角里,嘉義縣,大林鎮,嘉義縣文化觀光局,8000,23.612461,120.455971
bike800,自行車道山線嘉義縣串連路段,由大林自行車道藉石龜溪鐵橋與雲林縣銜接,南接嘉南大圳自行車道,嘉義縣,大林溪口民雄新港太保水上,嘉義縣文化觀光局,470,23.62714043,120.4581882
bike801,中林自行車道(中林段),中林里,三和里,嘉義縣,大林鎮,大林鎮公所,450,23.59502,120.472984
bike802,大林自行車道(義和段),三村里,義和里,嘉義縣,大林鎮,大林鎮公所,1000,23.611822,120.477051
bike803,大林自行車道(三和段),縣162,中林里,嘉義縣,大林鎮,大林鎮,500,23.6016557,120.4810434
bike804,新褔環潭鐵馬道,仁義潭,番路村萬善橋,嘉義縣,番路鄉,番路鄉公所,13100,23.459095,120.519988
bike805,滿竹自行車道,鹿麻產火車站,竹崎村中華路平交道路口,嘉義縣,竹崎鄉,竹崎鄉公所,2565,23.50428,120.531392
bike806,鹿紫自行車道,鹿麻產火車站,紫雲社區,嘉義縣,竹崎鄉,竹崎鄉公所,5600,23.505165,120.531757
bike807,番路自行車道,台三線童年渡假飯店前,159甲線清水溪,嘉義縣,番路鄉,番路鄉公所,6500,23.470368,120.536984
bike808,昇平自行車道,159縣道與皇德宮廟宇入口,山仔頂產業道路,嘉義縣,竹崎鄉,竹崎鄉公所,7600,23.47604,120.563729
bike809,觸口自行車道,台18線31k+750南側,台18線32k+600南側,嘉義縣,番路鄉,交通部觀光局阿里山國家風景區管理處,567,23.445747,120.583878
bike810,朴子溪自行車道,,,,,,,,
bike811,埤頭鄉台糖舊鐵道綠色生活廊道工程,,,彰化縣,埤頭鄉,埤頭鄉公所,2578,23.89778568,120.458672
bike812,溪州鄉莿仔埤圳自行車道,圳南路與光華路口,圳南路與光復路口,彰化縣,溪州鄉,溪州鄉公所,11200,23.8621543,120.4862666
bike813,河濱街,河濱街,斗功路,彰化縣,北斗鎮,彰化縣北斗鎮公所,5,23.87000346,120.5145049
bike814,復興路(五權路至文苑路一段),七星橋(五權路),文苑路一段(復興路),彰化縣,北斗鎮,北斗鎮公所,2860,23.865405,120.526533
bike815,公園一路自行車道,公園東路,福德巷,彰化縣,田尾鄉,田尾鄉公所,220,23.895496,120.535335
bike816,東谷路自行車道,東萊路,國道1涵洞,彰化縣,和美鎮,和美鎮公所,870,24.10474729,120.5363703
bike817,彰化市古蹟文化暨學童自行車計畫工程-市區線-往扇形車庫線,,,彰化縣,彰化市,彰化市公所,800,24.08657,120.539632
bike818,彰化市古蹟文化暨學童自行車計畫工程-市區線,,,彰化縣,彰化市,彰化市公所,9500,24.08225,120.545661
bike819,台糖鐵道自行車道,中山路,員林大道七段,彰化縣,員林市,員林鎮公所,700,23.956872,120.562511
bike820,員林大道,萬年路沿員林大道向西還員林鎮新闢道路,萬年路西側員林演藝廳前,彰化縣,員林市,彰化縣政府,8816,23.972499,120.571121
bike821,三鐵跑水(田中段),高鐵彰化站,縣道142田中鎮與二水鄉交界,彰化縣,田中鎮,田中鎮公所,6700,23.872565,120.573285
bike822,三鐵跑水(二水段),縣道141二水鄉與田中鎮交界,縣道152二水鄉與名間鄉交界,彰化縣,二水鄉,二水鄉公所,10300,23.837388,120.600495
bike823,大城鄉追風廊道,大城北段海堤,九塊厝堤防,彰化縣,大城鄉,大城鄉公所,23220,23.89589,120.297293
bike824,自行車道設置暨綠化,消防分隊前,香田小火車站,彰化縣,二林鎮,二林鎮公所,5100,23.90274896,120.3760386
bike825,鹿港老街巡禮自行車道整合串連工程,沿海路五段,,彰化縣,鹿港鎮,鹿港鎮公所,41420,24.046596,120.428876
bike826,福興鄉台糖舊鐵道自行車道,彰35線與橋頭第二排水路口,福興鄉外中街(員林大排平面道路北面),彰化縣,福興鄉,福興鄉公所,4000,24.043505,120.445
bike827,埤頭鄉台糖舊鐵道綠色廊道(第一期),,,彰化縣,埤頭鄉,埤頭鄉公所,1845,23.91085067,120.4554319
bike828,埤頭鄉台糖舊鐵道綠色生活廊道工程,,,彰化縣,埤頭鄉,埤頭鄉公所,2578,23.90035562,120.4569125
bike829,埤頭鄉台糖舊鐵道綠色廊道(第二期),,,彰化縣,埤頭鄉,埤頭鄉公所,1080,23.900336,120.4569984
bike830,彰化縣埤頭鄉自行車道台1線串連建設規劃設計暨工程(A-TPYE),,,彰化縣,埤頭鄉,埤頭鄉公所,6820,23.880267,120.45886
bike831,埤頭鄉台糖舊鐵道綠色生活廊道工程,,,彰化縣,埤頭鄉,埤頭鄉公所,2578,23.89645164,120.4638433
bike832,埔鹽鄉自行車道,糯米文化風味坊,百姓公站,彰化縣,鹽埔鄉,鹽埔鄉公所,23000,24.01054601,120.469078
bike833,1.青春活力自行車道第一期,瓦瑤公園,角樹村,彰化縣,埔鹽鄉,埔鹽鄉公所,3670,24.01048167,120.4691648
bike834,2.青春活力自行車道第二期,中山路自行車道交叉口,石埤環保公園,彰化縣,埔鹽鄉,埔鹽鄉公所,8680,24.00260184,120.4695511
bike835,3.青春活力自行車道第三期,竹安宮,角樹舊鐵道,彰化縣,埔鹽鄉,埔鹽鄉公所,5400,23.9826453,120.4746151
bike836,和美鎮環鎮自行車道規劃設計暨建置工程(和線路段),道周路,中央路一段53巷,彰化縣,和美鎮,和美鎮公所,950,24.11917,120.48387
bike837,溪州莿仔埤圳自行車道,圳南路,圳南路與信義路口,彰化縣,溪州鄉,溪州鄉公所,10900,23.863379,120.484912
bike838,彰化縣埤頭鄉自行車道台1線串連建設規劃設計暨工程(B-TYPE),,,彰化縣,埤頭鄉,埤頭鄉公所,1200,23.861785,120.487171
bike839,彰化縣埤頭鄉自行車道台1線串連建設規劃設計暨工程(C-TYPE),,,彰化縣,埤頭鄉,埤頭鄉公所,3900,23.861798,120.487309
bike840,和美鎮環鎮自行車道規劃設計暨建置工程(鹿和路段),道周路,埤頭巷,彰化縣,和美鎮,和美鎮公所,1700,24.094803,120.487717
bike841,和美鎮環鎮自行車道規劃設計暨建置工程(和港路),西美路,北寧路,彰化縣,和美鎮,和美鎮公所,1975,24.137253,120.488758
bike842,埤頭鄉台糖舊鐵道綠色廊道(第五期)2,高速公路引道與農場路(彰181)交接處,高速公路引道與文化路交接處,彰化縣,埤頭鄉,彰化縣政府,743,23.87129853,120.4906869
bike843,埤頭鄉台糖舊鐵道綠色廊道(第四期)2,文化路,文化路,彰化縣,埤頭鄉,埤頭鄉公所,1771,23.87116118,120.491159
bike844,和美鎮環鎮自行車道規劃設計暨建置工程(嘉卿路段),,,彰化縣,和美鎮,和美鎮公所,398,24.121896,120.491796
bike845,和美鎮環鎮自行車道規劃設計暨建置工程(彰美路6段),道周路,西美路,彰化縣,和美鎮,和美鎮公所,322,24.119856,120.49223
bike846,和美鎮環鎮自行車道規劃設計暨建置工程(德美路段),彰美路五段,彰美路六段,彰化縣,和美鎮,和美鎮公所,2214,24.11890601,120.493021
bike847,埤頭鄉台糖舊鐵道綠色廊道(第五期),高速公路引道與文化路交接處,文化路與農場路(彰181)交接處,彰化縣,埤頭鄉,埤頭鄉公所,310,23.87120042,120.4937983
bike848,和美鎮環鎮自行車道規劃設計暨建置工程(道周路段),仁安路,彰美路六段,彰化縣,和美鎮,和美鎮公所,1890,24.117427,120.494159
bike849,埤頭鄉台糖舊鐵道綠色廊道(第四期),,,彰化縣,埤頭鄉,埤頭鄉公所,1771,23.87520327,120.4952359
bike850,和美鎮環鎮自行車道規劃設計暨建置工程(和厝路段),嘉卿路二段,地潭堤防,彰化縣,和美鎮,和美鎮公所,3426,24.120831,120.495287
bike851,彰化縣埤頭鄉台糖舊鐵道綠色廊道景觀設施工程,,,彰化縣,埤頭鄉,埤頭鄉,357,23.86729555,120.4981971
bike852,和美鎮環鎮自行車道規劃設計暨建置工程(仁安路段),道周路,愛德路,彰化縣,和美鎮,和美鎮公所,301,24.108872,120.500202
bike853,和美鎮環鎮自行車道規劃設計暨建置工程(愛德路段),仁安路,彰美路,彰化縣,和美鎮,和美鎮公所,82,24.108866,120.500232
bike854,和美鎮環鎮自行車道規劃設計暨建置工程(美寮路段),德美路,線東路,彰化縣,和美鎮,和美鎮公所,2452,24.113077,120.502126
bike855,彰化縣北斗鎮河濱自行車道(串連清水溪至河濱自行車道段)新建工程,中山路,舊溪路二段,彰化縣,北斗鎮,北斗鎮公所,4,23.874138,120.50471
bike856,台糖舊鐵道自行車道村里聯外道路,員鹿路一段,仁和路與仁安路交叉口,彰化縣,埔心鄉,埔心鄉公所,4825,23.960601,120.515758
bike857,和美鎮環鎮自行車道規劃設計暨建置工程(地潭堤防段),和厝路二段,晉北路486巷,彰化縣,和美鎮,和美鎮公所,950,24.1401,120.516981
bike858,田尾自行車道_1,公園路,吉安路,彰化縣,田尾鄉,田尾鄉公所,2900,23.906908,120.517058
bike859,和美鎮環鎮自行車道規劃設計暨建置工程(晉北路段),晉北路486巷,烏溪堤岸道路,彰化縣,和美鎮,和美鎮公所,130,24.148435,120.518256
bike860,環鄉自行車道,沿大展路及羅厝排水前進，後可與既有糖鐵自行車道相銜接,銜接糖鐵自行車道，目前地點有印製自行車道的標誌,彰化縣,埔心鄉,埔心鄉公所,10000,23.96183785,120.5202245
bike861,田尾鄉百花騎放自行車道,怡心園,民族路,彰化縣,田尾鄉,田尾鄉公所,9600,23.907631,120.524704
bike862,和美鎮環鎮自行車道規劃設計暨建置工程(線東路五段六段),美寮路,烏溪堤岸道路,彰化縣,和美鎮,和美鎮公所,1860,24.109348,120.525036
bike863,田尾自行車道_2,公園路,柳鳳路,彰化縣,田尾鄉,田尾鄉公所,3800,23.909536,120.525599
bike864,和美鎮環鎮自行車道規劃設計暨建置工程(彰新路三段373巷),彰新路三段,線東路五段,彰化縣,和美鎮,和美鎮公所,370,24.111696,120.525715
bike865,和美鎮環鎮自行車道規劃設計暨建置工程(東萊路段),彰新路三段,東谷路自行車道,彰化縣,和美鎮,和美鎮公所,1400,24.111409,120.529349
bike866,八卦山自行車道,自來水廠11區處,139縣界,彰化縣,,彰化縣政府,18400,24.073895,120.557098
bike867,大村鄉自行車道,,,彰化縣,大村鄉,彰化縣大村鄉公所,1560,24.002615,120.559456
bike868,台糖舊自行車道(南北環線)串連省道台1線,台1線與莒光路103巷路口,台1線與明聖路路口,彰化縣,埔心鄉,埔心鄉公所,14622,23.956112,120.559869
bike869,虎山岩區自行車路線,縣139與福德巷口,縣139與聽竹街口,彰化縣,花壇鄉,彰化縣政府,10200,24.050198,120.566551
bike870,大佛賞鷹區自行車路線,寶山路與139縣交叉,日月山休閒農場,彰化縣,彰化市,彰化縣政府,13400,24.055992,120.571999
bike871,八卦山脈風景生態自行車道,縣139與寶山路口,楓坑桐花步道,彰化縣,花壇鄉,彰化縣政府,13100,24.055951,120.5720707
bike872,員林市東南區(員南路與大峰巷間)自行車道,員林大道法院前,員林大道員水路口,彰化縣,員林市,員林市公所,20800,23.948654,120.57602
bike873,彰化市古蹟文化暨學童自行車計畫工程-親山線-安溪1線,台14線大竹坑野溪交界處,台74甲線水月台路交叉路口,彰化縣,彰化市,彰化市公所,4600,24.085531,120.576571
bike874,彰化市古蹟文化暨學童自行車計畫工程-親山線-安溪2線,安溪西路,小白農園,彰化縣,彰化市,彰化市公所,3000,24.082936,120.576858
bike875,彰化市古蹟文化暨學童自行車計畫工程-親水線,台14線大竹坑野溪交界處,烏溪堤岸道路,彰化縣,彰化市,彰化市公所,8300,24.08558,120.576872
bike876,四面佛區自行車路線,水月台路與139縣,石牌路二段與139縣,彰化縣,彰化市,彰化縣政府,8300,24.047031,120.588203
bike877,清水岩坑,老人活動中心前,清水巖寺停車場,彰化縣,社頭鄉,社頭鄉公所,2500,23.89623584,120.5932546
bike878,金墩山區自行車路線,三芬路與139縣交叉,灣東路與139縣交叉,彰化縣,花壇鄉,彰化縣政府,14000,24.017435,120.600121
bike879,高鐵橋下自行車道,高鐵橋下(山腳路二段640巷),高鐵橋下(石坑二巷),彰化縣,社頭鄉,社頭鄉公所,750,23.90973254,120.611279
bike880,長青自行車道(參山),田中鎮鼓山寺(約300公尺處於102年新增設「田中森林廊道」自行車休憩點),139乙,彰化縣,社頭鄉、田中鎮,參山國家風景區管理處,8000,23.91236355,120.6127864
bike881,彰化縣員林市高鐵下方(埔姜林坑~出水巷)自行車道暨景觀改善工程,自埔姜林坑北岸沿高鐵下方,至出水巷,彰化縣,員林市,彰化縣員林市公所,569,23.941573,120.614956
bike882,集集支線沿線鐵路道側自行車道,二水火車站,集集線源泉火車站,彰化縣,二水鄉,二水火車站,4900,23.81307546,120.6180575
bike883,長青自行車道,石頭二坑,田中森林公園,彰化縣,,彰化縣政府,7000,23.909379,120.620871
bike884,二水鄉鄰近縣市(彰雲大橋至香員腳水門段)自行車道整體路網串連建設工程,彰雲大橋,香員腳,彰化縣,二水鄉,二水鄉公所,5700,23.786619,120.636276
bike885,綠色廊道串聯計畫,員集路及倡和路交叉口,二水鄉與名間鄉濁水排水交界,彰化縣,二水鄉,二水鄉公所,680,23.79913021,120.6491555
bike886,二水自行車道(二水至名間),源泉派出所前,名間自行車道,彰化縣,二水鄉,二水鄉公所,3000,23.799353,120.654967
bike887,文化路一段,文昌路,台灣大道九段,台中市,梧棲區,臺中市梧棲區公所,411,24.24854929,120.5289888
bike888,梧棲路,築港路,民生街,台中市,梧棲區,臺中市梧棲區公所,430,24.25821135,120.530055
bike889,梧北路,大智路二段,築港路,台中市,梧棲區,臺中市梧棲區公所,313,24.26119712,120.5303085
bike890,文化路二段,大智路二段,台灣大道九段,台中市,梧棲區,臺中市梧棲區公所,850,24.26026789,120.532701
bike891,中和街,居仁街,民生街,台中市,梧棲區,臺中市梧棲區公所,593,24.2582627,120.5328512
bike892,中興路,居仁街,民生街,台中市,梧棲區,臺中市梧棲區公所,744,24.25756822,120.5345464
bike893,居仁街,中興路,文化路二段,台中市,梧棲區,臺中市梧棲區公所,280,24.25780297,120.5346751
bike894,民生街,中興路,梧棲路,台中市,梧棲區,臺中市梧棲區公所,936,24.25246214,120.5359626
bike895,梧棲大排,梧棲大排,下厝橋,台中市,梧棲區,臺中市梧棲區公所,540,24.24227381,120.5371428
bike896,中央路一段,文昌路,梧棲大排,台中市,梧棲區,臺中市梧棲區公所,348,24.24538224,120.537535
bike897,文昌路(2),中央路一段,文化路一段,台中市,梧棲區,臺中市梧棲區公所,950,24.2454385,120.5376577
bike898,永興社區發展中心,永興社區發展中心,永興路401巷,台中市,梧棲區,臺中市梧棲區公所,250,24.22303461,120.5384302
bike899,永興路401巷,永興路401巷,安良港大排,台中市,梧棲區,臺中市梧棲區,300,24.22305418,120.5385375
bike900,大智路一段,中正路,民和路一段,台中市,梧棲區,臺中市梧棲區公所,856,24.25704392,120.5414858
bike901,永興路546巷,下厝橋,永興社區發展中心,台中市,梧棲區,臺中市梧棲區公所,1968,24.24099716,120.5421638
bike902,中央路二段,大仁路一段,大智路一段,台中市,梧棲區,臺中市梧棲區公所,399,24.2604568,120.5428505
bike903,文昌路(1),文匯街,中央路一段,台中市,梧棲區,臺中市梧棲區公所,850,24.24338905,120.5442613
bike904,沙田路,沙田路4段180巷,沙田路4段528巷,台中市,龍井區,龍井鄉公所,1700,24.1902174,120.5457667
bike905,台灣大道八段(2),文匯街,文化路二段,台中市,梧棲區,臺中市梧棲區公所,1880,24.24616729,120.5468041
bike906,文匯街,中棲路一段,文昌路,台中市,梧棲區,臺中市梧棲區公所,846,24.24614528,120.5468068
bike907,台灣大道八段(1),民和路,文匯街,台中市,梧棲區,臺中市梧棲區公所,100,24.24588849,120.5477107
bike908,中正路,光復路,大智路一段,台中市,梧棲區,臺中市梧棲區公所,1260,24.24948838,120.549159
bike909,光復路(3),中正路,中棲路一段,台中市,梧棲區,臺中市梧棲區公所,435,24.24930252,120.5491912
bike910,大智路,臨港路四段,民和路一段,台中市,梧棲區,臺中市梧棲區公所,1624,24.253186,120.5507898
bike911,光復路(2),大智路一段,中正路,台中市,梧棲區,臺中市梧棲區公所,430,24.25315665,120.5507898
bike912,大仁路,大仁路一段,中央路二段,台中市,梧棲區,臺中市梧棲區公所,1000,24.25723564,120.5525279
bike913,光復路(1),大仁路一段,大智路一段,台中市,梧棲區,臺中市梧棲區公所,464,24.25711337,120.5525923
bike914,福鹿街-星河路-福德路,福鹿街106號(巡安宮),福鹿街106號(巡安宮),台中市,沙鹿區,沙鹿鎮公所,3500,24.24462958,120.5648537
bike915,臺中市大安濱海自行車道,頂安海堤安心橋,台61縣西部濱海公路南下144公里,台中市,大安區,台中市政府觀光旅遊局,26000,24.32869939,120.5679774
bike916,筏子溪自行車道,環中路與福科路口,中科路與福雅路口,台中市,西屯區、大雅區,臺中市政府交通局,6000,24.17941888,120.6351185
bike917,大甲鐵砧山挑戰型自行車道建置工程,,,台中市,大甲區,臺中市風景區管理所,2700,24.363067,120.639306
bike918,建國南路,建國南路(大慶火車站),忠明南路,台中市,南區,台中市政府交通局,1400,24.11945182,120.6487949
bike919,忠明南路(忠明園道),建國南路一段,南和路與高工路,台中市,南區,臺中市政府,1820,24.1256739,120.6595045
bike920,主題自行車道-柳川之旅,,,台中市,,水利局、建設局,3600,24.13219983,120.6626111
bike921,柳川東路,南屯路,忠明南路鐵道旁,台中市,南區,台中市政府交通局,1300,24.13217399,120.6632625
bike922,臺中都會型河川排水污染整治及河道環境改善第一期工程自行車道,南屯路,中正路,台中市,西區,臺中市政府觀光旅遊局,2034,24.1321432,120.6632752
bike923,主題自行車道-人文之環,五權西路一段,美村路二段,台中市,西區,台中市政府交通局,1000,24.13990193,120.6634461
bike924,育德路(健行園路),博館路,學士路,台中市,北區,臺中市政府,1215,24.15737796,120.6691213
bike925,主題自行車道-生態之環,博館路,學士路,台中市,,台中市政府交通局,1700,24.157188,120.669189
bike926,主題自行車道-活力之環,育德路,英才路,台中市,,台中市政府交通局,2300,24.14962541,120.6710818
bike927,主題自行車道-養生之旅,建國南路,復興路,台中市,,台中市政府交通局,2900,24.12226301,120.6714608
bike928,主題自行車道-大學之旅,忠明南路,大智路,台中市,,台中市政府交通局,2400,24.119293,120.672157
bike929,興大路(興大園道),忠明南路,大智路,台中市,南區+東區,臺中市政府,2350,24.1191405,120.6722001
bike930,梅川東路(梅川園道),梅川東路三段與育德路,五權西路一段與五權西二街,台中市,北區+西區,臺中市政府,2600,24.15736058,120.6757026
bike931,主題自行車道-文化之環,中正公園,南京東路,台中市,,台中市政府交通局,4100,24.15365853,120.6890777
bike932,錦南街、崇德路一段,錦南街,興進路,台中市,北區,臺中市政府,900,24.1564046,120.6902541
bike933,主題自行車道-密林之旅,大智路,東光路,台中市,,台中市政府交通局,2500,24.126698,120.69355
bike934,自由路自行車道,台中公園,東光園道,台中市,東區,台中市政府交通局,2800,24.14149925,120.6952532
bike935,主題自行車道-鐵道之旅,興進路,自由路,台中市,,台中市政府交通局,1500,24.14203932,120.6969283
bike936,興進路(雙十園道),三民路三段,南京東路二段,台中市,北區,臺中市政府,1000,24.15546026,120.6983048
bike937,主題自行車道-怡情之旅,興進路,太原車站,台中市,,台中市政府交通局,1300,24.1556949,120.6988966
bike938,東光園路(東光園道),東光園路與大智路,太原路,台中市,東區,臺中市政府,4830,24.16480596,120.7000682
bike939,太原路南側,東光路,北坑巷,台中市,北區,臺中市政府,3860,24.16477429,120.700079
bike940,太原路北側,北坑巷,東光路,台中市,北區,臺中市政府,3860,24.1650271,120.7000817
bike941,主題自行車道-舒活之旅,東光路,廓子路,台中市,,台中市政府交通局,3600,24.16477,120.700287
bike942,新光自行車道,太平路,甲堤路,台中市,太平區,太平區公所,2000,24.12907717,120.7070595
bike943,廓子路,廓子巷與廓子路南端交岔口,仁友巷5弄與?子路交岔口,台中市,北屯區,臺中市政府,1000,24.17360437,120.7343207
bike944,龍井區臨港東路銜接台十七線人行道暨自行車道新建工程,,,台中市,龍井區,龍井區公所,480,24.198055,120.514932
bike945,河濱生態-親子體驗園區,茄投路口,麗水漁港口,台中市,龍井區,,7000,24.17917419,120.5245686
bike946,汴子頭堤防自行車道,磺溪里之水流公廟,大肚及龍井交界處,台中市,大肚區,大肚區公所,3500,24.16923,120.528216
bike947,磺溪書院自行車道,營埔里渡船頭,磺溪書院,台中市,大肚區,大肚區公所,7300,24.15251,120.53141
bike948,臨海路,清泉國中旁,漁港路,台中市,清水區,清水區公所,5500,24.289452,120.540276
bike949,龍井大排旁自行車道,觀光路,觀光路,台中市,龍井區,龍井區公所,5000,24.191858,120.54491
bike950,台中港區臨港路自行車道,臺中港旅客服務中心,高美溼地,台中市,梧棲區、清水區,臺中港務分公司,11000,24.2997,120.546089
bike951,高美自行車道,北防沙堤道路,高美路,台中市,清水區,清水區公所,3300,24.299793,120.546104
bike952,斗潭路195巷周邊,,,台中市,沙鹿區,,,24.22559805,120.554502
bike953,第三河川局堤防道路,頂安里東西一路70巷,南埔堤防橋,台中市,大安區,臺中市大安區公所,18100,24.340235,120.559738
bike954,臺中市濱海南端自行車道,大安區南埔路與西濱快速道路交界,大肚橋,台中市,大安區、清水區、大肚區、烏日區,臺中市政府觀光旅遊局,54230,24.352174,120.568389
bike955,清水全區自行車路網,清水火車站,三順路與美堤街路口,台中市,清水區,清水區公所,7700,24.26363631,120.5691182
bike956,五福圳自行車道,客庄路,中山路,台中市,清水區,清水區公所,6500,24.274349,120.579781
bike957,中二高高架橋下,中二高與中棲路交會處,中二高與弘光技術學院北側農路交會處,台中市,沙鹿區,沙鹿鎮公所,6400,24.20443002,120.5929073
bike958,台中都會公園自行車道,北側自行車出入口,南側自行車出入口,台中市,西屯區,內政部營建署,1910,24.2058915,120.5982542
bike959,南邊溪自行車道,工業區5路與工業22路,工業區27路,台中市,西屯區,臺中市政府,800,24.16454804,120.6069894
bike960,中科自行車道(科園路),東大路,科園三路北側約300米,台中市,西屯區,科技部中科管理局,2800,24.204221,120.610423
bike961,大甲北提西路暨濱海自行車道,松柏港沿西勢海堤堤岸,雙寮海堤北側,台中市,大甲區,大甲區公所,2250,24.403013,120.612135
bike962,中科自行車道(東大路),,,台中市,西屯區,科技部中科管理局,1140,24.209699,120.61256
bike963,中科自行車道(中科路),東大路,西平北巷,台中市,西屯區,科技部中科管理局,2153,24.21026596,120.612751
bike964,中科自行車道(科雅路),,,台中市,大雅區,科技部中科管理局,3500,24.208384,120.619408
bike965,中科自行車道(公園內),水崛頭公園,公3,台中市,西屯區,科技部中科管理局,5500,24.21985691,120.6207649
bike966,潭雅神綠園道,潭子鄉中山路2段607號,大雅中科園區/科雅西路,台中市,潭子區+神岡區+大雅區,臺中市政府觀光旅遊局,13300,24.22309183,120.6212245
bike967,麻園頭溪溪濱公園自行車道,長春街,麻園溪西/東路底,台中市,烏日區,烏日區公所,1600,24.10174901,120.630363
bike968,南屯溪自行車道,永順路與永春東二路,楓樹南巷,台中市,南屯區,臺中市政府,3900,24.13023735,120.6372537
bike969,臺中市濱海北端大甲及大安區自行車道,苗栗縣、台中市交界,中庄海堤,台中市,大甲區,台中市政府觀光旅遊局觀光工程科,13000,24.427962,120.63914
bike970,臺中市東西向大甲至日南自行車道建置工程,大甲日南,土庫堤防,台中市,大甲、外埔、后里,臺中市政府,18100,24.36381,120.64014
bike971,建國忠明園道,,,台中市,,,,24.11940756,120.6488114
bike972,樹義園道,,,台中市,,,,24.12017689,120.6627511
bike973,柳川崇倫園道自行車道,,,台中市,,,,24.13201987,120.6629314
bike974,美術園道自行車道,,,台中市,,,,24.13992621,120.663894
bike975,健行園道,,,台中市,,,,24.15742047,120.6691089
bike976,健行園道,,,台中市,,,,24.15730143,120.6691089
bike977,梅川園道自行車道,,,台中市,,,,24.14939879,120.6709985
bike978,建國忠明園道,,,台中市,,,,24.1222465,120.6719877
bike979,梅川園道,,,台中市,,,,24.15731557,120.6756653
bike980,頭汴坑溪堤頂自行車道,太平路提,太平路提,台中市,太平區,太平區公所,6400,24.094448,120.68808
bike981,乾溪排水,中正橋,新厝橋,台中市,霧峰區,台中市政府觀光旅遊局,2100,24.04894832,120.6902272
bike982,雙十園道自行車道,,,台中市,,,,24.15635811,120.6902884
bike983,興大園道,,,台中市,,,,24.12496656,120.690332
bike984,草湖溪自行車道,,,台中市,大里區,臺中市大里區公所,2025,24.074196,120.691942
bike985,乾溪自行車道(乾溪橋上游),乾溪橋,921地震教育園區,台中市,霧峰區,霧峰區公所,2160,24.04327,120.692088
bike986,雙十園道自行車道,,,台中市,,,,24.15545638,120.6985219
bike987,臺中市136線自行車道,東區振興路與旱溪東路,太平區赤崁頂,台中市,,臺中市政府觀光旅遊局,22190,24.13247758,120.6999387
bike988,東光園道,,,台中市,,,,24.16622814,120.7000547
bike989,太原路,,,台中市,北屯區,,,24.16464192,120.7041044
bike990,后里環保公園自行車道,堤防路,堤防路,台中市,后里區,建設局,1800,24.286802,120.708656
bike991,旱溪自行車道東岸松竹聚興,松竹二號橋,聚興橋,台中市,,臺中市政府觀光旅遊局,2800,24.18237,120.711782
bike992,旱溪親水式自行車道,六順橋,,台中市,,台中市政府交通局,9700,24.20454109,120.7151127
bike993,旱溪自行車道左岸,豐原,潭子,台中市,潭子區,第三河川局,3000,24.20479444,120.7153144
bike994,旱溪自行車道右岸,豐原,潭子,台中市,潭子區,第三河川局,3000,24.20461133,120.7163378
bike995,大坑溪戧台自行車道,太原路,祥順九街,台中市,,台中市政府交通局,1400,24.160891,120.728958
bike996,堤頂自行車道,太堤東路,太堤西路,台中市,太平區,第3河川局,4900,24.132795,120.73589
bike997,豐原大道(105),國豐路與豐勢路三段535巷路口,豐原大道六段與角潭段二段路口,台中市,,臺中市政府觀光旅遊局,1470,24.260677,120.736017
bike998,頭汴坑酒桶山自行車道,長龍路,茅埔產業道路,台中市,太平區,建設局,14500,24.13147733,120.7378958
bike999,后豐鐵馬道,國道4號(朴子口車站),后里馬場,台中市,后里鄉,臺中市政府觀光旅遊局,4500,24.271797,120.739867
bike1000,東豐自行車綠廊,國豐路三段,東崎街,台中市,豐原區、石岡區、東勢區,臺中市政府觀光旅遊局,11200,24.27186,120.740173
